502|concern|6347.9|2021-04-20
635|treat|2332.0|2021-03-15
965|language|6351.45|2021-01-14
578|current|9729.13|2021-01-21
886|ok|6618.4|2021-06-12
665|team|5548.41|2021-09-10
617|even|4978.81|2021-07-15
809|range|3662.87|2021-05-30
833|language|8199.29|2021-01-31
19|time|8348.2|2021-04-14
502|threat|2772.99|2021-01-07
524|bad|3513.4|2021-06-11
390|though|2893.66|2021-08-13
719|person|2581.36|2021-09-12
311|firm|6928.5|2021-08-14
716|light|1514.03|2021-08-17
848|plan|9662.72|2021-09-16
462|memory|5257.71|2021-05-23
884|any|5638.5|2021-07-02
102|soon|7272.5|2021-02-07
302|experience|2145.28|2021-01-18
185|finally|3550.38|2021-06-02
117|talk|8150.19|2021-01-30
916|goal|9091.52|2021-03-04
163|past|5344.29|2021-04-07
874|prevent|9145.57|2021-10-13
410|agent|8401.05|2021-10-05
305|safe|1502.55|2021-09-28
850|official|9416.68|2021-03-02
518|resource|4460.9|2021-08-16
430|room|6261.83|2021-04-07
736|we|7485.88|2021-08-14
807|provide|2643.48|2021-03-20
817|history|5497.86|2021-06-19
854|imagine|3978.59|2021-09-11
877|allow|5363.9|2021-10-03
655|agent|8238.39|2021-01-19
359|moment|7676.04|2021-01-07
978|man|6373.16|2021-07-13
180|responsibility|6939.31|2021-07-05
192|country|6853.56|2021-02-10
504|probably|1048.37|2021-08-29
76|check|9824.45|2021-01-29
806|all|7603.26|2021-07-04
895|last|3782.63|2021-06-18
229|up|5600.6|2021-01-10
323|according|4532.32|2021-08-14
160|policy|3561.85|2021-02-01
445|method|3801.46|2021-07-25
313|court|8840.49|2021-10-07
18|and|7100.8|2021-03-06
747|bar|8335.04|2021-02-04
713|parent|8943.97|2021-10-13
65|together|6165.52|2021-07-03
143|yeah|1197.03|2021-02-09
157|plant|2055.79|2021-08-18
578|glass|5971.1|2021-06-19
106|no|6383.27|2021-07-10
287|base|5102.31|2021-08-23
196|grow|4449.56|2021-07-15
623|series|2371.85|2021-01-23
680|join|5177.67|2021-08-17
294|democratic|8647.51|2021-04-20
429|many|6524.13|2021-04-11
969|beautiful|9210.83|2021-06-02
91|group|8621.1|2021-05-27
219|education|9794.82|2021-04-03
253|door|8687.73|2021-01-14
341|manage|4985.83|2021-10-13
687|firm|3585.15|2021-07-20
868|may|8991.15|2021-05-15
821|alone|2177.91|2021-04-08
915|federal|9190.28|2021-05-31
886|space|7539.43|2021-07-28
238|hear|6742.5|2021-10-12
276|end|9967.03|2021-05-20
27|with|7377.8|2021-05-27
249|tax|3758.82|2021-06-23
316|kitchen|9895.84|2021-07-18
377|top|2975.81|2021-07-10
689|great|2553.51|2021-02-10
109|avoid|9123.86|2021-09-12
86|sound|8450.94|2021-05-27
716|be|3799.77|2021-03-02
11|never|2264.74|2021-09-13
993|from|9044.48|2021-06-28
765|which|6147.86|2021-07-31
172|here|3845.19|2021-03-27
487|bring|5295.01|2021-01-28
434|leg|8425.18|2021-01-12
533|term|8176.02|2021-02-22
47|speech|9730.53|2021-02-09
951|plant|7455.1|2021-02-14
955|administration|1157.97|2021-03-15
259|form|6245.31|2021-09-11
414|capital|3585.41|2021-09-05
366|south|6159.55|2021-02-28
672|space|8997.57|2021-02-24
421|risk|7871.52|2021-09-20
603|sense|6603.31|2021-01-21
980|later|5051.66|2021-09-30
371|way|3222.11|2021-06-25
704|painting|3294.5|2021-01-15
102|class|8667.65|2021-04-23
512|appear|1238.26|2021-03-16
514|upon|3017.98|2021-01-31
485|everything|4326.24|2021-06-17
949|machine|1298.08|2021-07-23
88|eat|2122.03|2021-04-27
794|dream|8558.69|2021-08-26
189|boy|5688.28|2021-01-06
783|point|6991.9|2021-10-06
50|learn|5085.1|2021-01-11
652|student|7282.2|2021-07-26
777|husband|9328.7|2021-03-12
977|paper|6006.45|2021-09-13
927|end|5080.64|2021-02-14
189|company|3088.3|2021-03-22
694|baby|7877.56|2021-01-06
194|citizen|1865.15|2021-06-28
214|author|1758.22|2021-03-17
818|staff|1417.93|2021-04-21
925|moment|4434.6|2021-02-02
277|throw|3198.24|2021-09-30
452|investment|2300.21|2021-08-29
102|PM|9012.36|2021-08-01
696|class|4985.04|2021-08-23
456|site|2201.97|2021-06-11
1000|cover|4089.44|2021-01-28
650|school|3722.8|2021-07-13
8|southern|2632.47|2021-08-18
92|strategy|9944.51|2021-09-30
659|pattern|5572.45|2021-02-16
715|approach|1550.61|2021-05-09
152|recognize|4845.11|2021-04-12
668|point|9672.68|2021-09-05
130|tax|5151.1|2021-04-10
586|under|9718.88|2021-07-30
463|the|8366.66|2021-09-11
354|data|4474.54|2021-06-17
877|open|7924.26|2021-09-20
878|small|6993.42|2021-05-02
903|marriage|5725.54|2021-05-09
214|girl|5801.68|2021-09-07
298|can|3130.24|2021-09-06
576|college|4331.67|2021-05-04
689|what|7414.29|2021-03-23
418|structure|2922.37|2021-04-10
459|change|7194.85|2021-05-07
954|speak|1071.33|2021-02-06
125|than|3983.71|2021-05-05
987|it|2274.91|2021-09-05
908|economic|8542.36|2021-05-25
518|later|3927.13|2021-01-02
902|room|6994.38|2021-08-03
770|same|6338.37|2021-06-13
131|buy|7305.56|2021-01-18
842|none|4323.25|2021-08-20
455|strategy|5364.59|2021-06-17
425|task|9810.24|2021-09-21
338|study|2562.88|2021-09-26
174|fill|6579.54|2021-05-01
787|mind|7350.68|2021-08-04
5|these|4788.04|2021-09-13
772|popular|7369.6|2021-07-23
416|media|2645.42|2021-07-11
927|start|7218.54|2021-04-16
615|hundred|2433.52|2021-02-16
808|manager|9403.4|2021-02-18
626|special|2483.26|2021-01-01
41|market|9962.07|2021-10-01
470|stage|3131.92|2021-06-07
421|society|9045.45|2021-02-14
400|his|3375.46|2021-10-01
958|adult|6445.21|2021-09-21
58|social|5763.4|2021-06-27
632|personal|5643.42|2021-04-01
759|bag|4203.27|2021-03-22
174|eye|7649.11|2021-06-21
661|choose|7579.68|2021-03-22
824|your|4940.97|2021-02-15
428|sort|3063.91|2021-10-07
825|poor|8189.96|2021-05-02
840|after|9077.62|2021-04-20
497|interesting|9963.95|2021-09-28
124|compare|1484.03|2021-05-31
561|Congress|7785.0|2021-04-29
944|new|7333.02|2021-09-30
352|half|2213.38|2021-08-08
906|cause|5730.84|2021-08-14
704|green|9149.19|2021-01-11
949|consider|7318.65|2021-09-27
992|chair|8912.4|2021-03-31
191|mouth|2125.72|2021-04-22
680|institution|6598.99|2021-03-23
561|war|9615.68|2021-08-27
532|court|7211.82|2021-01-20
197|population|4997.25|2021-10-10
126|build|4586.52|2021-03-17
475|resource|9804.26|2021-04-30
662|little|7693.75|2021-09-14
757|assume|8905.77|2021-01-29
526|audience|4200.71|2021-09-10
843|citizen|6176.26|2021-07-03
547|this|1348.06|2021-07-19
76|run|8767.45|2021-06-14
770|country|2774.62|2021-07-06
514|us|9237.94|2021-03-25
292|such|3989.43|2021-09-03
365|civil|6418.93|2021-01-04
508|watch|3981.9|2021-05-15
956|difficult|4790.22|2021-09-19
487|my|9428.96|2021-03-28
189|turn|1975.51|2021-08-09
645|father|2570.42|2021-09-19
590|happen|9682.65|2021-06-16
274|enough|5880.48|2021-03-17
952|near|9685.13|2021-01-01
59|safe|9728.81|2021-02-01
142|plant|9103.52|2021-01-09
179|often|9690.65|2021-01-06
847|available|7473.37|2021-05-12
864|popular|4473.09|2021-04-25
500|dinner|9689.32|2021-01-09
157|nothing|6675.5|2021-02-21
138|price|6069.15|2021-02-09
495|wrong|7080.94|2021-08-18
470|two|1500.11|2021-09-17
530|thing|6352.81|2021-09-14
68|collection|2771.82|2021-10-04
796|church|3370.22|2021-05-08
14|consider|9473.93|2021-09-18
796|conference|9905.84|2021-03-23
192|middle|5874.5|2021-09-10
100|nor|8189.78|2021-09-23
166|still|6630.88|2021-03-17
490|force|8115.55|2021-09-04
973|through|5848.05|2021-05-03
232|notice|7922.28|2021-02-11
472|at|4579.7|2021-04-26
85|field|8832.44|2021-07-26
695|its|1096.25|2021-07-21
794|standard|9972.73|2021-01-27
771|mouth|7417.76|2021-09-12
191|might|2737.42|2021-04-20
63|man|9482.04|2021-03-14
845|create|1619.14|2021-08-08
779|easy|4892.64|2021-05-10
590|six|5116.29|2021-01-01
31|rise|5152.67|2021-01-31
297|finish|7434.19|2021-02-11
230|baby|2795.83|2021-04-27
762|science|7825.24|2021-05-28
938|issue|8979.09|2021-08-01
588|growth|2001.76|2021-07-26
525|among|8124.31|2021-08-18
465|successful|2903.62|2021-09-28
866|long|5511.99|2021-08-11
475|enough|9138.98|2021-02-28
720|from|9125.51|2021-09-12
167|bring|8600.37|2021-09-17
390|authority|2407.26|2021-03-03
280|because|5137.35|2021-02-27
367|total|4200.81|2021-03-29
570|clearly|4790.88|2021-04-22
866|all|2693.99|2021-05-19
968|move|3498.75|2021-02-08
699|size|6011.37|2021-09-09
146|however|4022.25|2021-08-02
894|put|3915.3|2021-08-10
335|soon|1084.74|2021-01-12
526|tax|9917.18|2021-02-28
903|imagine|2471.55|2021-07-17
838|lead|7424.22|2021-07-31
176|fill|2492.89|2021-01-09
336|lead|2425.77|2021-07-09
804|mother|2443.95|2021-04-07
992|cell|1807.55|2021-02-01
990|agreement|8183.56|2021-03-09
609|staff|8187.92|2021-04-17
334|describe|2492.58|2021-07-13
215|indeed|3627.92|2021-05-05
574|everybody|6608.26|2021-06-19
464|per|6354.39|2021-10-06
897|doctor|8334.47|2021-07-29
9|none|3868.3|2021-06-24
972|information|6405.9|2021-10-05
152|notice|1984.95|2021-07-15
496|foot|3065.2|2021-03-02
384|country|8134.87|2021-01-24
243|happen|3555.56|2021-01-25
542|prepare|1347.63|2021-04-19
530|event|2727.33|2021-03-30
930|stay|9266.77|2021-07-18
287|there|2531.5|2021-02-07
162|growth|9159.08|2021-07-27
298|yard|5696.48|2021-03-27
100|color|4539.67|2021-09-30
473|card|4172.3|2021-01-31
873|size|5949.64|2021-08-10
741|receive|4247.66|2021-02-03
657|most|7304.08|2021-01-25
397|stage|7035.25|2021-08-13
843|mind|3272.02|2021-08-28
239|buy|3042.96|2021-09-24
12|lawyer|1664.12|2021-05-22
50|enough|8384.01|2021-04-20
864|event|3396.8|2021-03-15
360|month|6911.31|2021-08-02
180|I|3579.48|2021-03-27
846|appear|4158.32|2021-04-29
29|study|9938.05|2021-06-21
497|Mrs|4461.05|2021-05-13
637|build|6441.1|2021-04-01
656|rather|8336.92|2021-10-07
479|special|8284.35|2021-07-20
475|boy|7090.16|2021-03-23
670|hair|5081.73|2021-09-07
229|high|2598.93|2021-04-25
495|stand|4538.27|2021-06-25
968|nor|8256.91|2021-07-27
211|report|6367.05|2021-06-04
116|enter|3421.87|2021-05-12
589|save|2016.19|2021-04-17
481|no|5700.87|2021-01-26
83|big|3481.29|2021-07-13
365|suffer|6209.32|2021-01-06
27|nor|7704.44|2021-03-19
526|be|2881.0|2021-03-10
30|pressure|5187.76|2021-02-03
846|job|6971.1|2021-07-21
746|girl|4606.93|2021-02-11
538|break|4933.82|2021-01-14
960|issue|8194.79|2021-01-01
128|college|2966.13|2021-02-11
20|live|7719.2|2021-05-03
260|common|6090.86|2021-01-23
140|also|3327.52|2021-05-29
206|interview|9201.34|2021-07-23
272|factor|9558.87|2021-07-02
49|group|8894.68|2021-10-03
789|politics|9796.36|2021-05-02
899|religious|1243.22|2021-07-02
32|return|3663.8|2021-08-23
4|this|9419.19|2021-04-03
655|little|6661.22|2021-03-08
449|much|9039.74|2021-02-02
701|whom|3677.0|2021-06-07
198|agree|2398.85|2021-05-25
942|maintain|7750.84|2021-07-15
153|right|9887.41|2021-01-25
981|husband|9258.07|2021-09-20
574|unit|5935.4|2021-06-19
927|best|4337.88|2021-04-27
747|law|7116.94|2021-06-16
880|future|4572.77|2021-08-17
896|first|2996.92|2021-04-21
744|position|2890.16|2021-03-31
242|store|5705.9|2021-05-27
70|summer|8105.79|2021-10-08
505|too|5120.69|2021-09-26
751|back|8481.92|2021-04-23
47|father|6402.48|2021-04-16
541|above|5760.18|2021-05-18
212|worker|8690.23|2021-04-02
394|hundred|8859.29|2021-06-11
708|himself|8200.41|2021-08-02
369|effect|4565.4|2021-03-16
693|check|1858.24|2021-06-02
535|leave|6417.08|2021-03-21
390|school|8454.69|2021-05-13
139|garden|6057.64|2021-04-17
162|class|5946.85|2021-02-20
920|one|2162.8|2021-02-15
410|hear|2436.66|2021-04-02
57|bar|9202.23|2021-01-05
40|eight|8758.17|2021-01-17
469|remember|4372.96|2021-04-03
8|husband|6087.69|2021-08-19
683|fear|4704.92|2021-06-18
347|another|4343.74|2021-07-28
835|measure|2957.52|2021-03-24
857|character|3073.23|2021-07-11
487|break|7261.27|2021-02-10
804|collection|8563.89|2021-09-06
140|owner|6340.2|2021-08-15
101|consider|8758.03|2021-06-12
689|no|1363.64|2021-05-08
454|wonder|2354.81|2021-10-14
506|population|6218.55|2021-07-06
438|week|8740.25|2021-05-04
929|poor|2346.93|2021-10-11
472|wrong|6665.96|2021-04-07
446|upon|1783.84|2021-04-23
782|cultural|2304.77|2021-04-18
741|he|4975.01|2021-03-01
687|whole|3521.06|2021-01-25
372|from|8400.91|2021-05-13
510|talk|8370.99|2021-07-11
188|however|9984.56|2021-06-27
641|federal|1898.68|2021-01-28
984|really|5573.06|2021-08-31
607|term|3572.01|2021-09-10
728|worker|1232.11|2021-03-18
694|local|7837.12|2021-07-15
713|sing|5795.96|2021-07-23
458|according|5411.36|2021-08-09
693|case|6746.65|2021-09-18
832|decision|1409.12|2021-06-09
384|travel|4790.59|2021-04-14
594|seek|8880.21|2021-09-27
854|strategy|3092.36|2021-09-06
372|either|7411.0|2021-04-17
242|station|5941.23|2021-04-29
636|commercial|9008.94|2021-06-12
636|perform|4107.32|2021-10-05
460|apply|7127.25|2021-06-07
926|tend|1519.67|2021-09-01
222|investment|2175.24|2021-04-22
161|quickly|9134.15|2021-06-05
105|war|8194.26|2021-03-29
781|include|9187.08|2021-10-14
900|prevent|5194.93|2021-07-27
30|drug|6740.16|2021-02-02
18|lay|2208.28|2021-04-01
793|of|3078.48|2021-08-28
857|thank|1120.94|2021-08-05
406|operation|4115.66|2021-09-01
402|international|8395.68|2021-02-08
935|only|8121.67|2021-04-21
848|under|3850.96|2021-09-08
620|seek|3019.46|2021-05-19
673|fund|7167.32|2021-02-13
267|race|2118.5|2021-07-28
764|education|7966.27|2021-03-20
867|current|9255.29|2021-04-26
326|audience|2907.92|2021-03-07
109|through|5035.73|2021-02-09
976|work|8981.07|2021-03-17
445|exist|7347.14|2021-03-30
449|wonder|4296.74|2021-09-02
937|customer|5571.09|2021-09-17
316|whole|5430.72|2021-05-06
858|level|3827.92|2021-08-08
199|type|9843.92|2021-07-20
250|industry|9963.22|2021-04-09
633|identify|4200.3|2021-01-24
927|remember|8496.78|2021-06-03
839|home|7889.72|2021-06-21
243|different|8015.85|2021-06-10
681|assume|5812.43|2021-06-11
543|south|6001.69|2021-04-13
621|commercial|3475.45|2021-08-11
446|life|1994.89|2021-05-18
200|energy|4076.71|2021-07-03
352|prepare|6444.17|2021-06-18
122|college|1012.05|2021-06-13
385|real|4994.46|2021-03-02
494|around|2305.44|2021-05-21
361|it|4392.96|2021-01-07
722|central|4968.99|2021-10-09
135|group|9127.06|2021-09-01
322|today|3308.02|2021-01-01
512|society|4019.86|2021-02-26
791|black|4876.7|2021-04-14
236|company|5485.64|2021-05-26
941|style|3616.94|2021-09-26
229|customer|3158.99|2021-01-16
46|reason|2578.04|2021-05-22
582|page|8224.27|2021-08-27
508|significant|9522.19|2021-05-20
646|money|4142.64|2021-05-19
515|section|1628.16|2021-07-08
211|thing|2029.3|2021-09-02
355|situation|4409.42|2021-05-31
918|available|6114.25|2021-08-18
793|anyone|9595.84|2021-08-31
996|approach|8074.81|2021-02-15
876|out|2959.59|2021-10-09
776|meeting|4589.88|2021-06-14
431|which|4605.67|2021-07-30
679|change|9051.46|2021-07-13
673|another|1035.16|2021-06-30
717|involve|8864.33|2021-04-28
880|range|9190.38|2021-04-18
773|outside|6469.59|2021-05-01
607|collection|7155.04|2021-07-20
401|act|4398.22|2021-01-18
35|require|1510.7|2021-09-05
975|floor|9886.65|2021-05-26
644|maintain|8245.7|2021-04-05
872|boy|4395.98|2021-02-18
967|identify|6177.04|2021-08-06
57|certain|2317.91|2021-04-18
934|live|9849.8|2021-03-16
679|feeling|2293.31|2021-03-23
360|concern|9972.99|2021-04-09
464|win|9984.79|2021-08-18
967|though|9032.39|2021-02-18
590|hit|3421.4|2021-05-05
514|make|3683.69|2021-03-12
804|live|7220.66|2021-04-27
903|establish|4322.83|2021-05-21
848|himself|2387.03|2021-03-16
110|drop|7412.02|2021-09-12
3|buy|3541.76|2021-08-08
967|speech|3076.58|2021-08-25
878|late|4894.93|2021-03-22
272|strong|7887.26|2021-03-02
816|fight|5860.17|2021-08-04
651|adult|6804.22|2021-06-03
844|not|9053.63|2021-06-26
365|significant|6138.75|2021-06-28
709|chance|3948.14|2021-04-15
425|final|5988.68|2021-09-08
719|impact|3963.93|2021-03-12
739|figure|3172.03|2021-10-13
937|pull|1343.38|2021-04-03
255|different|6978.93|2021-02-22
77|individual|8246.69|2021-03-16
644|eye|1099.58|2021-07-13
503|last|7125.97|2021-09-06
949|several|4417.7|2021-03-17
862|information|3823.3|2021-06-17
194|expert|3588.5|2021-10-14
214|behind|2369.38|2021-02-21
147|man|4563.18|2021-08-14
728|feel|8682.21|2021-08-19
358|hot|6827.83|2021-05-26
451|stay|8601.98|2021-08-25
813|for|7037.13|2021-10-08
140|assume|2873.94|2021-07-28
849|state|8483.18|2021-04-03
85|reason|3378.82|2021-05-23
789|century|9065.24|2021-06-05
509|result|5382.0|2021-05-15
51|skin|1355.45|2021-07-19
885|police|2278.32|2021-04-20
719|shoulder|4976.14|2021-04-10
602|form|3929.1|2021-03-23
422|year|7902.69|2021-10-14
799|occur|4166.71|2021-05-25
976|note|1307.54|2021-08-19
998|step|2348.7|2021-03-10
971|focus|1873.95|2021-01-21
264|number|4455.7|2021-08-07
902|different|9559.34|2021-02-21
211|serious|5879.44|2021-03-23
937|remember|1789.35|2021-03-31
366|gun|3224.94|2021-03-24
587|necessary|2600.23|2021-02-10
719|Democrat|9084.97|2021-08-06
140|eye|3185.79|2021-06-27
319|painting|9658.89|2021-01-04
381|imagine|9111.06|2021-07-03
910|nothing|8024.23|2021-02-09
358|example|3514.59|2021-03-06
18|several|7749.55|2021-06-14
881|just|6953.04|2021-05-28
265|suggest|4777.57|2021-09-15
156|watch|8485.91|2021-05-13
343|hundred|7180.25|2021-02-27
876|central|1622.39|2021-05-27
654|general|9553.78|2021-07-28
112|future|5738.08|2021-09-30
357|have|3146.08|2021-01-15
50|guess|8152.93|2021-08-23
871|operation|2191.96|2021-06-04
788|west|2276.82|2021-07-05
725|summer|4040.99|2021-06-16
687|magazine|2285.57|2021-05-06
667|increase|3441.54|2021-03-03
612|wall|1754.93|2021-09-01
673|late|8824.76|2021-08-23
478|find|2664.95|2021-02-22
883|surface|7943.1|2021-07-27
702|often|3760.49|2021-08-14
118|wait|9780.1|2021-06-09
575|describe|5086.25|2021-02-21
189|similar|4743.99|2021-02-14
365|similar|5385.53|2021-07-01
73|receive|4022.13|2021-09-13
482|box|3314.46|2021-09-14
890|president|1442.09|2021-08-10
673|information|9892.95|2021-04-21
734|maintain|8202.71|2021-07-25
737|rather|2286.44|2021-02-20
88|happen|4110.17|2021-08-05
269|herself|4190.85|2021-07-08
547|whose|1619.4|2021-01-10
639|hundred|8887.04|2021-03-29
161|sea|9699.14|2021-05-14
148|write|6878.54|2021-07-11
748|relate|1961.86|2021-08-26
520|serve|4452.89|2021-08-24
549|husband|6363.23|2021-08-24
64|growth|2301.33|2021-10-10
189|leader|2299.06|2021-02-18
880|become|8742.02|2021-03-21
11|heart|9824.04|2021-09-07
168|participant|4176.85|2021-05-08
402|officer|7159.77|2021-01-21
777|mission|1212.35|2021-01-24
150|financial|8262.08|2021-03-04
530|story|5855.06|2021-01-01
515|scene|2126.62|2021-01-16
78|piece|1791.34|2021-07-18
372|enter|4331.06|2021-06-16
305|lay|9681.3|2021-07-19
534|deal|9323.09|2021-01-31
72|beautiful|1073.73|2021-02-25
928|contain|4910.6|2021-10-03
291|yet|7042.62|2021-01-18
850|place|5219.05|2021-02-12
480|marriage|5334.07|2021-01-15
53|poor|1714.43|2021-08-23
830|itself|8432.61|2021-05-26
531|create|5699.45|2021-01-03
286|west|4628.73|2021-03-04
754|news|2602.55|2021-09-30
981|play|4599.25|2021-08-29
437|own|7973.3|2021-08-17
284|store|3126.23|2021-08-21
908|rate|6917.3|2021-10-12
119|continue|8833.45|2021-02-11
810|reason|7314.54|2021-06-18
988|back|1752.23|2021-02-23
769|impact|1197.73|2021-10-12
361|common|9134.19|2021-02-03
572|interesting|1284.14|2021-08-13
662|old|2152.06|2021-08-01
949|leave|9964.7|2021-04-23
873|economic|2916.24|2021-02-17
351|away|6428.13|2021-07-13
335|country|6591.0|2021-03-06
21|measure|1463.75|2021-01-11
141|low|5406.04|2021-06-09
828|point|3748.23|2021-07-23
160|believe|7751.62|2021-10-04
502|scientist|3113.65|2021-09-24
234|response|9560.06|2021-05-13
203|attorney|2029.8|2021-06-12
559|five|7022.35|2021-01-27
521|recognize|7600.72|2021-09-20
184|hard|8853.81|2021-01-23
505|man|9198.75|2021-10-11
193|technology|7772.91|2021-10-01
648|by|6946.68|2021-04-17
637|health|2764.33|2021-08-10
120|size|9613.07|2021-04-14
734|herself|7927.1|2021-03-13
531|store|5417.4|2021-06-16
31|indeed|9656.37|2021-04-28
697|find|1933.96|2021-07-23
624|watch|6078.37|2021-09-20
185|rock|2904.92|2021-04-24
96|but|1106.88|2021-09-25
743|us|7389.61|2021-08-29
455|thing|9982.71|2021-10-04
214|civil|2543.86|2021-04-29
485|mother|5209.41|2021-05-26
719|life|4653.91|2021-10-07
969|run|6119.44|2021-05-15
365|grow|3980.72|2021-02-24
761|compare|6272.51|2021-01-27
66|view|1364.15|2021-03-11
805|be|2914.6|2021-10-06
581|likely|9767.37|2021-04-06
642|visit|7711.79|2021-04-12
752|design|6353.58|2021-03-02
429|theory|6367.32|2021-06-11
710|voice|8037.75|2021-08-06
850|visit|9121.23|2021-01-12
871|off|6188.77|2021-02-20
846|subject|1068.84|2021-01-09
718|but|4998.74|2021-01-15
665|couple|5692.02|2021-04-18
788|minute|1043.96|2021-02-01
138|citizen|2311.97|2021-08-20
492|Mrs|5134.03|2021-01-31
854|maintain|3414.07|2021-01-21
582|spend|3492.2|2021-08-30
757|year|8480.35|2021-04-27
728|ahead|2498.33|2021-05-28
45|tough|6422.78|2021-03-26
935|television|5112.12|2021-01-01
502|somebody|7183.05|2021-07-03
656|whatever|4288.77|2021-01-13
789|keep|8203.91|2021-05-06
527|sign|8361.01|2021-09-19
234|foot|7558.59|2021-06-24
137|seven|4883.41|2021-03-20
658|role|7197.13|2021-01-03
842|to|2736.7|2021-04-19
987|inside|6153.47|2021-07-24
856|scene|3763.47|2021-05-16
511|white|3260.6|2021-01-06
433|include|9695.32|2021-06-14
81|little|1627.03|2021-08-16
359|make|3131.88|2021-02-15
955|campaign|6812.51|2021-02-24
826|organization|3435.69|2021-04-30
175|record|5686.99|2021-06-30
7|policy|6319.77|2021-03-25
785|ground|9141.2|2021-01-19
307|certainly|1436.64|2021-01-12
752|impact|6398.89|2021-01-18
672|mean|5129.73|2021-08-13
286|rock|8923.84|2021-06-21
130|across|6174.67|2021-03-12
488|program|1097.99|2021-10-11
13|board|1696.68|2021-03-04
343|tend|2652.61|2021-04-17
527|hotel|2155.82|2021-02-03
914|require|2217.78|2021-07-30
403|drug|6347.54|2021-09-26
931|majority|1448.67|2021-07-24
559|color|9532.67|2021-10-06
688|risk|4581.01|2021-02-03
145|song|4335.49|2021-07-21
609|act|2995.8|2021-01-12
700|offer|4162.35|2021-04-22
509|how|9501.73|2021-08-18
83|discussion|4847.18|2021-04-03
306|specific|2994.63|2021-06-11
211|dog|6092.04|2021-01-08
841|respond|1487.77|2021-09-08
451|prepare|6437.98|2021-08-18
831|whose|8423.32|2021-01-11
934|staff|5625.84|2021-06-04
572|different|7115.17|2021-03-08
209|live|6219.58|2021-06-07
834|claim|9636.9|2021-01-24
445|heavy|3188.66|2021-02-19
226|beautiful|9425.55|2021-06-02
4|energy|7699.7|2021-07-09
426|affect|7110.81|2021-06-09
702|put|7831.94|2021-01-02
447|significant|7657.89|2021-08-15
28|choose|4793.0|2021-10-05
